book_id,original_title,norm_title
28429803,"Kaznodzieja: Na południe (Kaznodzieja, #5.2)","kaznodzieja: na południe (kaznodzieja, #5.2)"
2286634,Hawkgirl: Hath-Set,hawkgirl: hath-set
23435441,Classics Unfolded: Pride and Prejudice,classics unfolded: pride and prejudice
11715730,Inventing Iron Man: The Possibility of a Human Machine,inventing iron man: the possibility of a human machine
13147797,Getting Married and Other Mistakes,getting married and other mistakes
9650587,Los Carnívoros,los carnívoros
2077455,"Shinshi Doumei Cross -  Allianz der Gentlemen, Band 03","shinshi doumei cross - allianz der gentlemen, band 03"
8490961,"Mass Murders (Trese, #3)","mass murders (trese, #3)"
12669496,"Buffy the Vampire Slayer #1 (Buffy Comics, #1)","buffy the vampire slayer #1 (buffy comics, #1)"
20868353,Game of Thrones #3,game of thrones #3
7276834,"Desire Climax, Vol. 7","desire climax, vol. 7"
24464158,Mayo Chiki! Omnibus 1,mayo chiki! omnibus 1
24464157,"Merman in My Tub, Vol. 1 (Merman in My Tub, #1)","merman in my tub, vol. 1 (merman in my tub, #1)"
24464154,魔法使いの嫁 3,魔法使いの嫁 3
24464150,Clay Lord: Master of Golems Vol. 3,clay lord: master of golems vol. 3
7848359,Amazing Spider-Man: Ultimate Collection Book 4,amazing spider-man: ultimate collection book 4
20992699,Madison Square Tragedy: The Murder of Stanford White,madison square tragedy: the murder of stanford white
12825336,"Bedded, or Wedded?","bedded, or wedded?"
28161339,Starcraft: Academia de fantasma Volumen 2,starcraft: academia de fantasma volumen 2
25746296,Lantern City #2,lantern city #2
1535976,"Concrete, Volume 4: Killer Smile","concrete, volume 4: killer smile"
20616508,Imagine Agents,imagine agents
30048792,Tymek i Mistrz. Tom 1,tymek i mistrz. tom 1
21432946,Batman: Facts and Stats from the Classic TV Show,batman: facts and stats from the classic tv show
14472468,Zorro Rides Again Volume 1: Masked Avenger,zorro rides again volume 1: masked avenger
24931892,"Sailor Moon, Vol. 02 (Pretty Soldier Sailor Moon #2)","sailor moon, vol. 02 (pretty soldier sailor moon #2)"
14472462,Warlord of Mars: Fall of Barsoom Volume 1,warlord of mars: fall of barsoom volume 1
19081266,East of West #10,east of west #10
13227866,"Swamp Thing, Volume 1: Raise Them Bones","swamp thing, volume 1: raise them bones"
17858446,Revival #5,revival #5
21840012,"The Walking Dead, Vol. 20: All Out War Part 1","the walking dead, vol. 20: all out war part 1"
8043405,"カテゴリ:フリークス 4 (バーズコミックス) (コミック) (Category: Freaks, #4)","カテゴリ:フリークス 4 (バーズコミックス) (コミック) (category: freaks, #4)"
35616197,Romanzi a Fumetti Bonelli n 34: Cheyenne,romanzi a fumetti bonelli n 34: cheyenne
806609,"X-Men: Vignettes, Vol. 1","x-men: vignettes, vol. 1"
6754926,"Runaways, Vol. 11: Homeschooling","runaways, vol. 11: homeschooling"
26025690,Doctor Who: The Tenth Doctor Volume 4 - The Endless Song,doctor who: the tenth doctor volume 4 - the endless song
26025691,Doctor Who: The Twelfth Doctor Volume 3 - Hyperion,doctor who: the twelfth doctor volume 3 - hyperion
26025692,Doctor Who Archives: Prisoners of Time Omnibus,doctor who archives: prisoners of time omnibus
18225809,Sisters,sisters
5577296,Marvel Heroes Amazing Powers,marvel heroes amazing powers
8549745,"Invincible, Vol. 13: Growing Pains","invincible, vol. 13: growing pains"
15060490,Bruce Wayne: The Road Home,bruce wayne: the road home
28673493,James Bond #4,james bond #4
2508012,Pilotes d'essai (Buck Danny #10),pilotes d'essai (buck danny #10)
7040328,"My Heavenly Hockey Club, Vol. 9","my heavenly hockey club, vol. 9"
25431595,Инок против Бесобоя,инок против бесобоя
503308,"The Exterminators, Vol. 2: Insurgency","the exterminators, vol. 2: insurgency"
20898742,Uncanny X-Men (Vol. 3) #14,uncanny x-men (vol. 3) #14
28574940,Ravine Vol. 2,ravine vol. 2
25502749,Wolverine #67: Old Man Logan Part 2,wolverine #67: old man logan part 2
30356683,Black-Eyed Kids #2,black-eyed kids #2
25314771,Dorothy and the Wizard in Oz Vol. 1,dorothy and the wizard in oz vol. 1
23546782,"Void's Enigmatic Mansion, Volume 2 (Void's Enigmatic Mansion, #2)","void's enigmatic mansion, volume 2 (void's enigmatic mansion, #2)"
27813539,Squadron Sinister (2015) #4,squadron sinister (2015) #4
31246031,Leñadoras (Leñadoras #1-8),leñadoras (leñadoras #1-8)
30289976,Mockingbird #5 (2016-),mockingbird #5 (2016-)
16248023,The Forgotten Man Graphic Edition: A New History of the Great Depression,the forgotten man graphic edition: a new history of the great depression
1437991,"+Anima 5 (+Anima, #5)","+anima 5 (+anima, #5)"
14114,"Beauty is the Beast, Vol. 5","beauty is the beast, vol. 5"
14115,"Beauty is the Beast, Vol. 4","beauty is the beast, vol. 4"
15058194,El vecino #2,el vecino #2
6550826,Mat Som,mat som
10117180,Mafalda 10,mafalda 10
47562,The Curious Sofa,the curious sofa
35500644,Batgirl (2016-) #12,batgirl (2016-) #12
9672231,Off Road,off road
29236398,"Harrow County, Vol. 3: Snake Doctor","harrow county, vol. 3: snake doctor"
29236399,Halo: Tales from Slipspace,halo: tales from slipspace
29236397,Predator: Life and Death,predator: life and death
20748818,"東京喰種トーキョーグール 3 [Tokyo Guru 3] (Tokyo Ghoul, #3)","東京喰種トーキョーグール 3 [tokyo guru 3] (tokyo ghoul, #3)"
25053372,"Je sais que tu viendras... (Sambre, #2)","je sais que tu viendras... (sambre, #2)"
6388919,Jolies ténèbres,jolies ténèbres
9459265,Pale Horse,pale horse
25231307,Elektra #11,elektra #11
31135626,DC Comics: Bombshells #15,dc comics: bombshells #15
34528757,Platinum End #1,platinum end #1
1259479,"Superman: For Tomorrow, Vol. 2","superman: for tomorrow, vol. 2"
33982632,The Hellblazer (2016-) #6,the hellblazer (2016-) #6
33982637,Doom Patrol (2016-) #4,doom patrol (2016-) #4
12891730,Chicks Dig Comics: A Celebration of Comic Books by the Women Who Love Them,chicks dig comics: a celebration of comic books by the women who love them
18511507,The Walking Dead 100 Project,the walking dead 100 project
18642597,The Cage,the cage
28281766,Sophie Scholl:  Die Comic-Biografie,sophie scholl: die comic-biografie
32479510,Un bruit étrange et beau,un bruit étrange et beau
24807428,Moby Dick,moby dick
25861673,"Miracleman by Gaiman & Buckingham Book 1: The Golden Age (Miracleman, #4)","miracleman by gaiman & buckingham book 1: the golden age (miracleman, #4)"
25861677,Showdown on the Smuggler's Moon (Star Wars #2),showdown on the smuggler's moon (star wars #2)
25861679,Shadows and Secrets (Star Wars: Darth Vader #2),shadows and secrets (star wars: darth vader #2)
18271943,"あかいいと 1 (Akaiito, #1)","あかいいと 1 (akaiito, #1)"
7079985,"New Mutants, Volume 1: Return of Legion","new mutants, volume 1: return of legion"
29602635,Batman & Robin Eternal #25,batman & robin eternal #25
35661300,"Sex Criminals, Vol. 1: Un Truco Sucio","sex criminals, vol. 1: un truco sucio"
6163239,Bone: One Volume Edition,bone: one volume edition
3459832,Ensimmäinen Toivon kirja,ensimmäinen toivon kirja
5846184,Sous les cendres de la lune (Le Roman de Malemort #1),sous les cendres de la lune (le roman de malemort #1)
15717513,It's Only Love,it's only love
16135034,"Jérôme K. Jérôme Bloche, no. 2: Les êtres de papier","jérôme k. jérôme bloche, no. 2: les êtres de papier"
18584606,Doubt 4,doubt 4
28938123,Giant-Size Little Marvel: AvX,giant-size little marvel: avx
138296,Vater und Sohn 1. ( Ab 7 J.).,vater und sohn 1. ( ab 7 j.).
138294,"Vater und Sohn, Bd. 3","vater und sohn, bd. 3"
25027833,A Silent Voice Vol. 1,a silent voice vol. 1
738609,The Spider-Man Handbook: The Ultimate Training Manual Quirk Books,the spider-man handbook: the ultimate training manual quirk books
27231847,The Twilight Children #1,the twilight children #1
19442690,A Softer World: Let's Do Something Wrong,a softer world: let's do something wrong
11980332,"Diabolik Swiisss n. 107: Diabolik, chi sei?","diabolik swiisss n. 107: diabolik, chi sei?"
29011358,"Fairy Tail フェアリーテイル 16 [Fearī Teiru 16] (Fairy Tail, #16)","fairy tail フェアリーテイル 16 [fearī teiru 16] (fairy tail, #16)"
6945213,Drawing Cartoons & Comics for Dummies,drawing cartoons & comics for dummies
18172980,Você é Minha Mãe?: Um Drama em Quadrinhos,você é minha mãe?: um drama em quadrinhos
22553532,"Until Death Do Us Part Omnibus (2-in-1 Edition), Vol. 8: Includes Vol. 15 & 16 (Until Death Do Us Part Omnibus, #8)","until death do us part omnibus (2-in-1 edition), vol. 8: includes vol. 15 & 16 (until death do us part omnibus, #8)"
22553537,"No Matter How I Look at It, It's You Guys' Fault I'm Not Popular!, Vol. 6","no matter how i look at it, it's you guys' fault i'm not popular!, vol. 6"
22553536,"Black Butler, Vol. 19 (Black Butler, #19)","black butler, vol. 19 (black butler, #19)"
22553534,"Sword Art Online Progressive, Vol. 1  (Sword Art Online Progressive Manga, #1)","sword art online progressive, vol. 1 (sword art online progressive manga, #1)"
3349739,"Red Angel, Volume 01","red angel, volume 01"
30369532,"Re:Monster, #1","re:monster, #1"
9401799,Gonzo,gonzo
9619601,"Servitude, Tome 1 : Le chant d'Anoroer","servitude, tome 1 : le chant d'anoroer"
30136781,Bruce Lee: The Dragon Rises,bruce lee: the dragon rises
10890609,"Brightest Day, Vol. 3","brightest day, vol. 3"
34040536,Avengers (2016-) #1.MU,avengers (2016-) #1.mu
18376038,"Handbuch der Verwesung (Zombies, #3)","handbuch der verwesung (zombies, #3)"
26452893,"On the Sapphire's Trail (Hotel Strange, #2)","on the sapphire's trail (hotel strange, #2)"
13412269,La Chica de Ipanema,la chica de ipanema
25873822,Manga Classics: Les Misérables,manga classics: les misérables
19997117,Fables #64,fables #64
2906724,"Spider-Man Loves Mary Jane, Volume 2","spider-man loves mary jane, volume 2"
17933086,Furia. Mis guerras perdidas (Furia Max #1),furia. mis guerras perdidas (furia max #1)
1263374,Dampyr #4: Nocturne In Red,dampyr #4: nocturne in red
15783776,سر مباراة التحدي,سر مباراة التحدي
7136755,"Dengeki Daisy, Vol. 4 (Dengeki Daisy, #4)","dengeki daisy, vol. 4 (dengeki daisy, #4)"
35053,Battle of the Planets Volume 1: Trial by Fire,battle of the planets volume 1: trial by fire
11013966,The Frank Book,the frank book
28944529,MI3!,mi3!
13547338,Stitched Volume 1,stitched volume 1
9409016,Los libros de la magia,los libros de la magia
27247563,"30 Days of Night, Vol. 1","30 days of night, vol. 1"
18876634,My Little Pony Friendship is Magic #13,my little pony friendship is magic #13
27152491,Jailbait: Collected Edition,jailbait: collected edition
25603931,Injection #2,injection #2
34536949,How to Be Perfectly Unhappy,how to be perfectly unhappy
34536946,Us,us
16568345,Στην αποικία των τιμωρημένων - Μεταμόρφωση,στην αποικία των τιμωρημένων - μεταμόρφωση
35656993,Batman/Shadow (2017-) #4,batman/shadow (2017-) #4
14472487,"Vampirella Masters Series Vol, 7: Pantha","vampirella masters series vol, 7: pantha"
14472483,"Jungle Girl Omnibus, Volume 1","jungle girl omnibus, volume 1"
2298558,"Son of Samson, Volume 1: Son of Samson and the Judge of God","son of samson, volume 1: son of samson and the judge of god"
25741770,Sinestro #12,sinestro #12
19876589,Suicide Squad #15,suicide squad #15
7703708,Dante's Inferno,dante's inferno
35898632,Darth Vader (2017-) #4,darth vader (2017-) #4
18753105,Devilman Vol. 5,devilman vol. 5
3074467,The Cartoon Guide to Physics,the cartoon guide to physics
26030886,X-Tinction Agenda: Warzones!,x-tinction agenda: warzones!
12231688,Princess 31,princess 31
12231687,Princess 30,princess 30
8111313,Power Bible Comic #6,power bible comic #6
649731,Batman: Hong Kong,batman: hong kong
1792339,"Yami no Matsuei - Erben der Dunkelheit, Band 04","yami no matsuei - erben der dunkelheit, band 04"
29888353,Bel bandito (Gus #2),bel bandito (gus #2)
1155887,Mister Sun (Modesty Blaise Graphic Novel Titan #2),mister sun (modesty blaise graphic novel titan #2)
34057068,Battlestar Galactica: Gods & Monsters,battlestar galactica: gods & monsters
1089389,"Shaman King, Vol. 3: The Lizard Man","shaman king, vol. 3: the lizard man"
8111318,Otoboke Section Chief Vol. 01,otoboke section chief vol. 01
10372305,Full Court Flash,full court flash
3464966,Vertigo,vertigo
15956905,Introducing Marx,introducing marx
25091911,Sons of Anarchy Vol. 1,sons of anarchy vol. 1
17375515,Narcopolis 1-4,narcopolis 1-4
3477124,A Treasury of Victorian Murder,a treasury of victorian murder
957751,Black Orchid,black orchid
22129848,Rocky & Bullwinkle: Moose on the Loose,rocky & bullwinkle: moose on the loose
9311295,Judge Dredd: MegaCity Masters 03,judge dredd: megacity masters 03
7061553,Tokkyu! Vol. 4,tokkyu! vol. 4
7061552,"Gil St André, Tome 1 - Une étrange disparition","gil st andré, tome 1 - une étrange disparition"
24999128,Adventure Time: Marceline Gone Adrift,adventure time: marceline gone adrift
26891289,Die drei ??? und der dreiäugige Totenkopf (drei Fragezeichen): Graphic Novel,die drei ??? und der dreiäugige totenkopf (drei fragezeichen): graphic novel
664499,The New Yorker Album of Drawings: 1925-1975,the new yorker album of drawings: 1925-1975
320820,Drawing and Designing with Confidence: A Step-By-Step Guide,drawing and designing with confidence: a step-by-step guide
18630598,"Injustice: Gods Among Us: Year One, Vol. 2","injustice: gods among us: year one, vol. 2"
18630599,"Batman: Detective Comics, Volume 4: The Wrath","batman: detective comics, volume 4: the wrath"
18489345,Myst: The Book of Atrus - A Graphic Novel,myst: the book of atrus - a graphic novel
14435191,Ultimate X-Men 1: La gente del Mañana (Coleccionable Ultimate #2),ultimate x-men 1: la gente del mañana (coleccionable ultimate #2)
915370,"Asterix Gesamtausgabe, Bd. 3 (Asterix, #7-9)","asterix gesamtausgabe, bd. 3 (asterix, #7-9)"
1246559,Old Master Q,old master q
6693587,Black Wade: The Wild Side of Love,black wade: the wild side of love
13171377,DC Comics Presents Legion of Super-Heroes #1,dc comics presents legion of super-heroes #1
27853450,Kanan #8,kanan #8
27405476,Legends,legends
31219059,"Batgirl, Volume 1: Beyond Burnside","batgirl, volume 1: beyond burnside"
31944826,The Academic Hour,the academic hour
34355814,The Circle,the circle
29099168,"ハピネス 2 (Happiness, #2)","ハピネス 2 (happiness, #2)"
6478306,Angel Sanctuary Deluxe Vol. 3,angel sanctuary deluxe vol. 3
6478309,Angel Sanctuary Deluxe Vol. 4,angel sanctuary deluxe vol. 4
17194468,The Weird (mini-series; #1-4),the weird (mini-series; #1-4)
2439175,"Runaways, Vol. 8: Dead End Kids","runaways, vol. 8: dead end kids"
25111249,"One Piece, Volume 76: Just Keep Going (One Piece, #76)","one piece, volume 76: just keep going (one piece, #76)"
31812372,Revolution: Transformers,revolution: transformers
25111242,"Twin Star Exorcists: Onmyoji, Vol. 2","twin star exorcists: onmyoji, vol. 2"
25111243,"Ultraman, Vol. 2","ultraman, vol. 2"
25111246,"Naruto, Vol. 72: Uzumaki Naruto!! (Naruto, #72)","naruto, vol. 72: uzumaki naruto!! (naruto, #72)"
26239,"Revolutionary Girl Utena, Vol. 4: To Bud","revolutionary girl utena, vol. 4: to bud"
26236,"Revolutionary Girl Utena, Vol. 2: To Plant","revolutionary girl utena, vol. 2: to plant"
1092190,"The Steranko History of Comics, Vol. 1","the steranko history of comics, vol. 1"
34784594,Batman: Ego and Other Tails Deluxe Edition,batman: ego and other tails deluxe edition
23210033,Arrow - Vengeance,arrow - vengeance
23210030,"Doctor Who: The Twelfth Doctor, Vol. 1: Terrorformer","doctor who: the twelfth doctor, vol. 1: terrorformer"
23210037,"From the New World, Volume 7","from the new world, volume 7"
3368985,Death Note 07: Cero,death note 07: cero
3368983,Death Note Box Set,death note box set
12994750,Kramppeja ja nyrjähdyksiä nuorten naisten maailmassa,kramppeja ja nyrjähdyksiä nuorten naisten maailmassa
10829149,"Love, Fragments Shanghai","love, fragments shanghai"
6012160,どうしようもないけれど 1 [Doushiyoumo nai Keredo 1],どうしようもないけれど 1 [doushiyoumo nai keredo 1]
20318733,Der Mann ohne Eigenschaften,der mann ohne eigenschaften
27865339,Suffrajitsu: The Collected Edition,suffrajitsu: the collected edition
17797410,"Superman: The Man of Steel, Vol. 8","superman: the man of steel, vol. 8"
602393,"Tales of Supernatural Law (Supernatural Law, #1)","tales of supernatural law (supernatural law, #1)"
602396,"Mr. Negativity (Supernatural Law, #5)","mr. negativity (supernatural law, #5)"
34095478,Star Wars: Darth Maul (2017-) #1,star wars: darth maul (2017-) #1
11054430,"Afterschool Charisma, Vol. 4","afterschool charisma, vol. 4"
6528465,"Inubaka: Crazy for Dogs, Volume 13","inubaka: crazy for dogs, volume 13"
32494164,"Sakuragari: All'ombra del ciliegio, Libro secondo (Sakura Gari #2)","sakuragari: all'ombra del ciliegio, libro secondo (sakura gari #2)"
13330312,"Pretty Guardian Sailor Moon, Vol. 7 (Pretty Soldier Sailor Moon Renewal Edition, #7)","pretty guardian sailor moon, vol. 7 (pretty soldier sailor moon renewal edition, #7)"
20898006,"Moon Knight, Volume 1: From the Dead (Moon Knight Vol. V, #1)","moon knight, volume 1: from the dead (moon knight vol. v, #1)"
21349237,"Psyren, Vol. 9: The Living Island","psyren, vol. 9: the living island"
8499509,Duncan the Wonder Dog: Show One,duncan the wonder dog: show one
20898009,"All-New Ghost Rider, Vol. 1: Engines of Vengeance","all-new ghost rider, vol. 1: engines of vengeance"
20898008,"New Warriors, Volume 1: The Kids Are All Fight","new warriors, volume 1: the kids are all fight"
4593947,Chacha Chaudhary Amerika Me,chacha chaudhary amerika me
4000928,"Dead, She Said","dead, she said"
12898048,La Oruga,la oruga
187813,"Homecoming (Avalon High: Coronation, #2)","homecoming (avalon high: coronation, #2)"
154534,"JLA, Vol. 4: Strength in Numbers","jla, vol. 4: strength in numbers"
154537,Wonder Woman: Mission's End,wonder woman: mission's end
154530,JLA/Avengers,jla/avengers
154531,"JLA, Vol. 18: Crisis of Conscience","jla, vol. 18: crisis of conscience"
154532,"JLA, Vol. 6: World War III","jla, vol. 6: world war iii"
154533,"JLA, Vol. 3: Rock of Ages","jla, vol. 3: rock of ages"
154539,"Wonder Woman, Vol. 1: Who is Wonder Woman?","wonder woman, vol. 1: who is wonder woman?"
22565395,The Truth Is a Cave in the Black Mountains: A Tale of Travel and Darkness with Pictures of All Kinds,the truth is a cave in the black mountains: a tale of travel and darkness with pictures of all kinds
6868022,How to Seduce a Vampire,how to seduce a vampire
25935566,"Tokyo Ghoul, Vol. 3 (Tokyo Ghoul, #3)","tokyo ghoul, vol. 3 (tokyo ghoul, #3)"
25402964,"East of West: The Apocalypse, Year One","east of west: the apocalypse, year one"
29499031,"Bleach, Volume 68","bleach, volume 68"
23562107,"Isabellae: Un mar de muertos (Isabellae, #2)","isabellae: un mar de muertos (isabellae, #2)"
24848383,ひるなかの流星 12 [Hirunaka no Ryuusei 12],ひるなかの流星 12 [hirunaka no ryuusei 12]
26568784,"Ninjak, Volume 2: The Shadow Wars","ninjak, volume 2: the shadow wars"
34198461,Green Valley #5,green valley #5
13737862,"Tiny Titans, Vol. 6: The Treehouse and Beyond!","tiny titans, vol. 6: the treehouse and beyond!"
1329079,"Short Program, Volume 1","short program, volume 1"
12510933,"Sir Edward Grey, Witchfinder, Vol. 2: Lost and Gone Forever (Witchfinder, #2)","sir edward grey, witchfinder, vol. 2: lost and gone forever (witchfinder, #2)"
16255267,Child of Tomorrow and Other Stories,child of tomorrow and other stories
16255266,Treasury Of Mini Comics Volume One,treasury of mini comics volume one
9543444,Gotham City Sirens Vol. 3: Strange Fruit,gotham city sirens vol. 3: strange fruit
23311139,"Sailor Moon, Vol. 06 (Pretty Soldier Sailor Moon Renewal Editions #6)","sailor moon, vol. 06 (pretty soldier sailor moon renewal editions #6)"
7116400,"Rin-Ne, Vol. 2 (Rin-Ne, #2)","rin-ne, vol. 2 (rin-ne, #2)"
7116405,"Rin-Ne, Vol. 3 (Rin-Ne, #3)","rin-ne, vol. 3 (rin-ne, #3)"
29934243,"The Legend of Zelda: Legendary Edition, Vol. 2: Oracle of Seasons and Oracle of Ages","the legend of zelda: legendary edition, vol. 2: oracle of seasons and oracle of ages"
26158496,Super Rainbow,super rainbow
32857574,Champions (2016-) #2,champions (2016-) #2
35380357,The Divided States Of Hysteria #1,the divided states of hysteria #1
26129332,Contest of Champions (2015-) #1,contest of champions (2015-) #1
26129338,Contest of Champions (2015-) #2,contest of champions (2015-) #2
18135096,Sweet and Sour Love,sweet and sour love
18135094,"Teen Titans, Vol. 2: The Culling","teen titans, vol. 2: the culling"
9625608,"Black Butler, Vol. 9 (Black Butler, #9)","black butler, vol. 9 (black butler, #9)"
15804464,"Aquaman 02: El secreto de Los Otros (Aquaman Nuevo Universo DC, #2)","aquaman 02: el secreto de los otros (aquaman nuevo universo dc, #2)"
15804466,"Batman y Robin 02 (Batman y Robin Nuevo Universo DC, #2)","batman y robin 02 (batman y robin nuevo universo dc, #2)"
23282004,The Hunter (17x23) (Nobrow Ltd. 17x23),the hunter (17x23) (nobrow ltd. 17x23)
13564249,"Beck, Volume 6","beck, volume 6"
25979003,"A la guerre comme à la guerre (Noob, #10)","a la guerre comme à la guerre (noob, #10)"
28110000,Showman Killer: The Golden Child 2,showman killer: the golden child 2
30463269,Indiana Jones ja kadonnut Atlantis,indiana jones ja kadonnut atlantis
31440366,"Het woedende water (Ravian, #1)","het woedende water (ravian, #1)"
962148,The Punisher: Return to Big Nothing,the punisher: return to big nothing
962149,The Punisher MAX: From First to Last,the punisher max: from first to last
195479,"X-Men: Evolution, Volume 1","x-men: evolution, volume 1"
13622985,30 days of Night: The Beginning of the End (vol. 1),30 days of night: the beginning of the end (vol. 1)
7140936,"Hulk, Volume 3: Hulk No More","hulk, volume 3: hulk no more"
29108,Lullabies from Hell,lullabies from hell
29101,The Collection,the collection
29103,Oninbo and the Bugs from Hell 2,oninbo and the bugs from hell 2
29105,Skin and Bone,skin and bone
19438978,The Sandman: Overture #2,the sandman: overture #2
1655025,Johnny Freak,johnny freak
866729,"The Incredible Hulk, Vol. 1","the incredible hulk, vol. 1"
19080908,Asterix e i Pitti,asterix e i pitti
36294152,Beasts of Abigaile Vol. 1,beasts of abigaile vol. 1
7138263,Marvel Zombies 3,marvel zombies 3
3389192,The Reformed,the reformed
720863,"Club 9, Vol. 3","club 9, vol. 3"
15762651,The Transformers: More Than Meets The Eye #6,the transformers: more than meets the eye #6
34766705,Conan El Bárbaro 35 Aniversario,conan el bárbaro 35 aniversario
19469091,Cirque Arachne,cirque arachne
30325212,Elysium Online,elysium online
32440269,Injustice: Ground Zero (2016-) #1,injustice: ground zero (2016-) #1
15844072,Spaghetti brothers (#5).,spaghetti brothers (#5).
23848579,Puke Force,puke force
27881821,Phonogram: The Immaterial Girl #6,phonogram: the immaterial girl #6
27881827,Plutona #5,plutona #5
18068500,"Tall Tales From the Badlands, Vol. #3","tall tales from the badlands, vol. #3"
516362,Rick Trembles' Motion Picture Purgatory,rick trembles' motion picture purgatory
16300688,妖狐×僕SS [Inu x Boku Secret Service] 08,妖狐×僕ss [inu x boku secret service] 08
22858265,القناص,القناص
24276967,"In These Words, Volume 1","in these words, volume 1"
36192992,The Ghost Of Gaudi,the ghost of gaudi
11569302,"Vampire Academy: The Graphic Novel (Vampire Academy: The Graphic Novel, #1)","vampire academy: the graphic novel (vampire academy: the graphic novel, #1)"
11107077,Infestation Volume 1,infestation volume 1
6307047,Petualangan Tintin : Tintin dan Picaros,petualangan tintin : tintin dan picaros
25162623,"Candy Candy: lettere (Candy Candy Final Story, #2)","candy candy: lettere (candy candy final story, #2)"
25162626,Yana Toboso Artworks: Black Butler 1,yana toboso artworks: black butler 1
25162627,"Spice and Wolf, Vol. 11 (Spice & Wolf: Manga, #11)","spice and wolf, vol. 11 (spice & wolf: manga, #11)"
18183568,Jellaby: The Lost Monster,jellaby: the lost monster
8321382,わたしに××しなさい! 2 (Watashi ni xx Shinasai! #2),わたしに××しなさい! 2 (watashi ni xx shinasai! #2)
27267897,Diário de Uma Garota Normal: Um Relato em Palavras e Imagens,diário de uma garota normal: um relato em palavras e imagens
390997,El gato del rabino #1: La Bar-Mitzva,el gato del rabino #1: la bar-mitzva
12110478,Gotham City Sirens Vol. 3: Strange Fruit,gotham city sirens vol. 3: strange fruit
2318317,Kill Me Kiss Me (Series 1-5),kill me kiss me (series 1-5)
7677744,"B.P.R.D., Vol. 12: War on Frogs (B.P.R.D., #12)","b.p.r.d., vol. 12: war on frogs (b.p.r.d., #12)"
7268,Dominion,dominion
6690999,"Zombie-Loan, Vol. 9","zombie-loan, vol. 9"
6690995,"Nabari No Ou, Vol. 4 (Nabari No Ou, #4)","nabari no ou, vol. 4 (nabari no ou, #4)"
6690996,"Soul Eater, Vol. 03 (Soul Eater, #3)","soul eater, vol. 03 (soul eater, #3)"
33536158,All-Star Batman: Director's Cut (2016) #1 (All-Star Batman (2016-)),all-star batman: director's cut (2016) #1 (all-star batman (2016-))
33536152,Justice League vs. Suicide Squad (2016-) #1,justice league vs. suicide squad (2016-) #1
31867962,"Bungo Stray Dogs, Vol. 2","bungo stray dogs, vol. 2"
24255445,"The Twelve Portals (W.I.T.C.H. Arc, #1)","the twelve portals (w.i.t.c.h. arc, #1)"
29455893,"Le sursis, Tome 2 :","le sursis, tome 2 :"
32177718,The Mighty Thor (2015-) #11,the mighty thor (2015-) #11
26076981,Cruzando el bosque,cruzando el bosque
17212551,Spider-Man: Primera temporada,spider-man: primera temporada
23276836,"Doctor Strange: A Nameless Land, A Timeless Time (Marvel Ultimate Graphic Novels Collection)","doctor strange: a nameless land, a timeless time (marvel ultimate graphic novels collection)"
7791226,Flash Of Wind Vol. 3,flash of wind vol. 3
29080063,"Harley Quinn, Tome 2 : Folle à lier","harley quinn, tome 2 : folle à lier"
6515587,Detektif Conan Vol. 40,detektif conan vol. 40
18042314,Mater Morbi,mater morbi
18773356,"Arpeggio of Blue Steel, Volume 1","arpeggio of blue steel, volume 1"
17856286,"Ayashi no Ceres - Un conte de fée céleste Tome 13 (Ceres, Celestial Legend, #13)","ayashi no ceres - un conte de fée céleste tome 13 (ceres, celestial legend, #13)"
22259497,Wolverine by Jason Aaron: The Complete Collection Volume 4,wolverine by jason aaron: the complete collection volume 4
31868544,Irgendwo zu Hause,irgendwo zu hause
22073172,"Hyperbole and a Half: Situações Lamentáveis, Caos e Outras Coisas Que Me Aconteceram","hyperbole and a half: situações lamentáveis, caos e outras coisas que me aconteceram"
26254803,Batman #44,batman #44
26254800,New Suicide Squad (2014-) #12,new suicide squad (2014-) #12
29837821,Providence #8,providence #8
20518809,Laika,laika
20518802,Olympians Boxed Set,olympians boxed set
32998766,Haus der Sonne 02,haus der sonne 02
19532233,Afterlife With Archie #1,afterlife with archie #1
30842155,"The Astonishing Ant-Man, Vol. 3: The Trial of Ant-Man","the astonishing ant-man, vol. 3: the trial of ant-man"
30842154,"Extraordinary X-Men, Volume 3: Kingdoms Fall","extraordinary x-men, volume 3: kingdoms fall"
30842156,"Spider-Man: Miles Morales, Vol. 2","spider-man: miles morales, vol. 2"
5803433,"Punisher War Journal, Vol. 4: Jigsaw","punisher war journal, vol. 4: jigsaw"
1070551,Avatar Volume 3: The Last Airbender (Avatar #3),avatar volume 3: the last airbender (avatar #3)
1070557,"Zombie-Loan, Vol. 2","zombie-loan, vol. 2"
1070555,"Zombie-Loan, Vol. 1","zombie-loan, vol. 1"
24254217,Abigail and the Snowman #1,abigail and the snowman #1
23475995,Il muretto,il muretto
12758952,LEGO Ninjago Vol. 1: The Challenge of Samukai,lego ninjago vol. 1: the challenge of samukai
1734761,"Banana Fish, Vol. 14","banana fish, vol. 14"
28663154,Chroniques d'une apprentie maman,chroniques d'une apprentie maman
1734762,"Banana Fish, Vol. 11","banana fish, vol. 11"
1546627,60 gags de Boule et Bill n°1,60 gags de boule et bill n°1
1734764,"Banana Fish, Vol. 10","banana fish, vol. 10"
